wikidata_id	word	category
Q613922	Falabella	Animal
Q620656	Appaloosa	Animal
Q623720	Araber-Berber	Animal
Q623782	Araberpinto	Animal
Q631742	Quarab	Animal
Q635926	Hackney	Animal
Q638976	Ardenner	Animal
Q646188	Ukrainer	Animal
Q654338	Shagya-Araber	Animal
Q656152	Dartmoor-Pony	Animal
Q663150	Budjonny	Animal
Q663694	Waler	Animal
Q673441	Freiberger	Animal
Q733396	Huzule	Animal
Q739107	Timor-Pony	Animal
Q739739	Assateague-Pony	Animal
Q748655	Karabagh	Animal
Q749070	Dölepferd	Animal
Q752222	Asturcon-Pony	Animal
Q786828	Azteke	Animal
Q789720	Auxois	Animal
Q804888	Balearenpony	Animal
Q808022	Bardigiano	Animal
Q809802	Baschkire	Animal
Q810676	Basuto-Pony	Animal
Q810706	Batak-Pony	Animal
Q843585	Trakehner	Animal
Q844058	Clydesdale	Animal
Q846312	Camargue-Pferd	Animal
Q848812	Connemara-Pony	Animal
Q850232	Brumby	Animal
Q890298	Boerpferd	Animal
Q894451	Bosniak	Animal
Q896476	Brabanter	Animal
Q901301	Dales-Pony	Animal
Q904899	Tokara-Pony	Animal
Q5043860	Carneau	Animal
Q5054333	Cauchois	Animal
Q5212013	Damascener	Animal
Q5291213	Dominomövchen	Animal
Q5295647	Donek	Animal
Q5305470	Dragoon	Animal
Q5501847	Mondain	Animal
Q6473334	Lahore	Animal
Q6888461	Modena	Animal
Q7602090	Startaube	Animal
Q7621710	Strasser	Animal
Q7780371	Turbitmövchen	Animal
Q7780553	Malteser	Animal
Q8099779	Mariolinha	Animal
Q8100012	Mariola	Animal
Q8105693	Spaniertaube	Animal
Q8105946	Mallorca-Riesentaube	Animal
Q8114344	Elsterpurzler	Animal
Q8115048	Agarantaube	Animal
Q8115490	Pinta	Animal
Q1400639	Federmilben	
Q1409242	Fettfisch	
Q1425706	Neuweltammern	
Q1475195	Furu	
Q1476479	Witchetty-Made	
Q1478717	Fächerpalme	
Q1517781	Garnele	
Q1552298	Kammmolche	
Q1597484	Ohrräude	
Q1623471	Bergkängurus	
Q1633480	Puntarelle	
Q1639882	Makrobenthos	
Q1680673	Utaka	
Q1734883	Kaschmirziege	
Q1737198	Kauz	
Q1756633	Wassertier	
Q1759052	Bovist	
Q1770983	Takahe	
Q1771944	Taro	
Q1799726	Lachsforelle	
Q1828662	Lapacho	
Q1865281	Wal	
Q1942487	Stadttaube	
Q1953597	Nacktschnecke	
Q1969349	Röhrlinge	
Q2048275	Palmkohl	
Q2050540	Papageienbuntbarsch	
Q2061020	Speikobra	
Q2092297	Adler	
Q2153587	Ringelhandgarnelen	
Q2213958	Salanganen	
Q2234359	Mücke	
Q2258881	Forellen	
Q2303322	Kobra	
Q2379170	Säuleneiche	
Q2384195	Blätterpilz	
Q2384195	Blätterpilz	Fungus
Q2441993	Milbe	
Q2495957	Elster	
Q2535664	Krokodile	
Q2574250	Silberfuchs	
Q2592620	Wollhöschen	
Q2618835	Tiefseetier	
Q2696986	Vatica	
Q2731073	Spiegelkarpfen	
Q2734060	Schilf	
Q2750918	Wildpferd	
Q2751034	Maus	
Q2751223	Karpfen	
Q97499726	Truthahn	
Q106241430	Attila	
Q107559688	Süßwassertier	
Q107559925	Bachtier	
Q108555501	Meerestier	
Q108756948	Krabbeltier	
Q109038651	Stangen-Bohnen	
Q110551885	Säugetier	
Q110551902	Wirbeltier	
Q112671315	Kriechpflanze	
Q906428	Messara-Pferd	Animal
Q910340	Landais-Pony	Animal
Q916364	Neapolitaner	Animal
Q919647	Sumba-Pony	Animal
Q927650	Sorraia	Animal
Q928206	Kustanai	Animal
Q931385	Salerner	Animal
Q937595	Lusitano	Animal
Q946221	Fell-Pony	Animal
Q951720	Vlaamperd	Animal
Q971182	Exmoor-Pony	Animal
Q1001507	Finnpferd	Animal
Q1008894	Gelderländer	Animal
Q1026186	Calabreser	Animal
Q1027725	Gotland-Pony	Animal
Q1030707	Campeiro	Animal
Q1031529	Campolina	Animal
Q1096752	Welsh-Pony	Animal
Q1105488	Kathiawari	Animal
Q1122935	Comtois	Animal
Q1129904	Hokkaido-Pony	Animal
Q1140113	Criollo	Animal
Q1140113	Criollo	
Q1153736	Don-Pferd	Animal
Q1173422	Davertnickel	Animal
Q1179217	Morgan	Animal
Q1184220	Delibos	Animal
Q1232528	Percheron	Animal
Q1280354	Tersker	Animal
Q1283242	Edelbluthaflinger	Animal
Q1304225	Quba	Animal
Q1327356	Kinsky-Pferd	Animal
Q1339662	Emscherbrücher	Animal
Q1363090	Tori	Animal
Q3134004	Hergnies	Animal
Q3335297	Böhmerwaldhuhn	Animal
Q3356487	Orloff	Animal
Q3400247	Kastilianer	Animal
Q3400264	Barbezieux	Animal
Q4236551	Zwerg-Cochin	
Q4236551	Zwerg-Cochin	Animal
Q4652947	Schijndelaar	Animal
Q4992642	Legbar	Animal
Q5028379	Campiner	Animal
Q5874888	Empordanesa	Animal
Q6164947	Java	Animal
Q6482165	Lamona	Animal
Q2796766	Lachse	
Q2839337	Lerche	
Q2885646	Mistel	
Q2921621	Bouillon-blanc	
Q2927410	Bucarde	
Q2933526	Calament	
Q2982547	Kolibri	
Q2984138	Taube	
Q2996933	Coquette	
Q2998680	Kuckuck	
Q2998701	Mücken	
Q2998809	Nattern	
Q3010547	Cetongulata	
Q3039055	Wassersäuger	
Q3051888	Ortanique	
Q3060012	Reiher	
Q3074737	Heilbutt	
Q3082420	Francolinus	
Q3091399	Löwenzahn	
Q3112866	Möwe	
Q3116510	Frosch	
Q3116821	Grive	
Q3127419	Hering	
Q3130200	Tahre	
Q3145037	Igel	
Q3189180	Maulwurf	
Q3248829	Glühwürmchen	
Q3249808	Bücherwurm	
Q3295314	Maina	
Q3306164	Anaconda	
Q3363288	Paradisier	
Q3368448	Pastenague	
Q3375090	Schneeglöckchen	
Q3389348	Pitohui	
Q3394068	Polatouche	
Q3420009	Bambusratte	
Q3469018	Schnepfe	
Q3485777	Sizerin	
Q3488883	ARMAN	
Q113546704	Taube	
Q113976548	Kanacken	
Q115128259	Spinne	
Q115130742	Käfer	
Q115131816	Biene	
Q115209314	Büffel	
Q115343439	Robbe	
Q115378337	Spatz	
Q386047	Höckergans	
Q474705	Pommerngans	
Q1162425	Höckergänse	
Q1236109	Leinegans	
Q1827441	Lippegans	
Q5637784	Empordàgans	
Q21045145	Huoyan	
Q21045146	Kubangans	
Q115690288	Fledermaus	
Q115694025	Drossel	
Q115694185	Rotkehlchen	
Q115694618	Fink	
Q115694948	Strandläufer	
Q115696178	Wiedehopf	
Q115696855	Kranich	
Q115705859	Ameise	
Q115706152	Hornisse	
Q115707044	Floh	
Q115707208	Lackschildlaus	
Q115707279	Wels	
Q115739089	Primel	
Q262867	Hampshire-Schwein	Animal
Q442377	Cornwallschwein	Animal
Q767508	Minischwein	Animal
Q8117202	Sarajevoroller	Animal
Q8154952	Escampadissa	Animal
Q11914719	Borino	Animal
Q13383336	Römer	Animal
Q13476184	Florentiner	Animal
Q13476318	Huhnschecke	Animal
Q14291338	Pfautauben	Animal
Q14405834	Stellerkröpfer	Animal
Q14426116	Steigerkröpfer	Animal
Q14705182	Saarlandtaube	Animal
Q16896571	Indianertaube	Animal
Q16897978	Giertaube	Animal
Q16910307	Gascogne-Taube	Animal
Q16910324	Sottobanca	Animal
Q16910358	Libanontaube	Animal
Q16910363	Mittelhäuser	Animal
Q16938197	Eichbühler	Animal
Q26705390	Musafertaube	Animal
Q7818274	Tomaru	Animal
Q10763485	Drachenhuhn	Animal
Q12329759	O-Shamo	Animal
Q12344131	Welbar	Animal
Q12683041	Lachhuhn	Animal
Q13425797	Paduaner	Animal
Q20054615	Langkräher	Animal
Q64212045	Zwerg-Wyandotte	
Q64212045	Zwerg-Wyandotte	Animal
Q64625127	Bressehuhn	Animal
Q83709587	Sachsenhuhn	Animal
Q88902116	Zwerg-Australorp	Animal
Q97498033	Lockenhuhn	Animal
Q115739986	Vergissmeinnicht	
Q115740334	Nieswurz	Plant
Q115740436	Narzisse	Plant
Q115740667	Raute	
Q118353099	Azalee	
Q650665	Drohne	
Q757833	Hengst	
Q773939	Carabao	
Q994014	Pekingente	
Q1104034	Stute	
Q1418953	Laufente	
Q1484022	Eber	
Q1538746	Pommernente	
Q2201314	Henne	
Q2216236	Hahn	
Q2409684	Aue	
Q2929800	Widder	Animal
Q2929800	Widder	
Q2936145	Smaragdente	
Q3028283	Bourbonpute	
Q11748378	Kuh	
Q17611534	Löwin	
Q21030206	Bronzepute	
Q3537778	Esel	
Q3540783	Troque	
Q3555694	Röhrenwurm	
Q3589095	Sperber	
Q3711046	Aal	
Q3711329	Wolf	Animal
Q3736439	Enten	
Q3741757	Zoobenthos	
Q3842173	Makrozoobenthos	
Q3942018	Pfifferling	
Q3981205	Riesenschildkröte	
Q4242107	Flunder	
Q4405197	Käsemilben	
Q4500803	Süßwasserschnecke	
Q4674600	akotyledon	
Q4750532	Zwerghamster	
Q4767951	Vieh	
Q4790232	Arianis	
Q5028595	Camptosomata	
Q5141254	Sardine	
Q5182239	Cranopsis	
Q5308588	Drosophila	
Q5308589	Drosophila	
Q5364423	Salzwasserfische	
Q5446194	Ff-Phagen	
Q5503130	Süßwassermuscheln	
Q25929307	Sau	
Q29642078	Hündin	
Q29838881	Hirsch	
Q29838920	Hirschkuh	
Q97195827	Peruanermeerschweinchen	
Q97196250	Texelmeerschweinchen	
Q98520146	Löwe	
Q105722362	Rüde	
Q107090995	Bärin	
Q113622869	Öllandgans	
Q115829181	Merinomeerschweinchen	
Q116790642	Rosettenmeerschweinchen	
Q117313955	Glatthaarmeerschweinchen	
Q5656368	Zwergelefant	
Q5791319	Tajinaste	
Q5812410	Blaubeere	
Q6072584	Wachtel	
Q6453151	Kröte	
Q6484264	Landschnecke	
Q6501235	Schalentier	
Q6604812	Mullus	
Q6667871	Logperch	
Q6931468	Grabwespen	
Q6974837	Kixse	
Q7042078	Rêsî	
Q7139852	Sperlingspapagei	
Q7150699	Nutzhanf	
Q7360490	Kammmuscheln	
Q7537167	Winde	
Q7629362	Grundwassertiere	
Q8021345	Eule	
Q8064278	Makrele	
Q8071959	Zimb	
Q8079180	Cambria-Hybriden	
Q8253953	Eule	
Q9092653	Färse	
Q9458574	Wespen	
Q9630032	Aroeira	
Q10326375	Tarantulafalke	
Q10356939	Radici	
Q10375157	Surubi	
Q10544459	Kattost	
Q10693610	Tetra	
Q10771704	Pucawk	
Q10778359	Sćina	
Q10965236	Jerbu	
Q10968813	Häher	
Q10980893	Molch	
Q11065036	Bedla	
Q11158147	Baumpilz	
Q11261547	Kombu	
Q11305327	Quebracho	
Q11305327	Quebracho	Plant
Q11364328	Dommel	
Q11681156	Dogge	
Q11709836	Seepferdchen	
Q11774312	Specht	
Q11946202	Tagfalter	
Q12019871	Braunalge	
Q12212063	Hakenwurm	
Q12252891	Aholatz	
Q12294232	Zibetkatzen	
Q12352439	Megaherbivoren	
Q12641556	Saamen	
Q12718890	Ren	
Q12824002	Jinchak	
Q13042834	Muschel	
Q13194939	Kabeljau	
Q13435107	Storch	
Q13452705	Anoa	
Q14169150	Kamille	
Q14169641	Zypresse	
Q14328596	Kopfkohl	
Q14517578	Pacu	
Q14706270	Rohrweihe	
Q15221944	Bombardierkäfer	
Q15525444	Kudzu	
Q15548309	Papagei	
Q15791869	Ameisenlöwe	
Q15817131	Sandaal	
Q16033394	Krabbe	
Q16034859	Girlitz	
Q16104352	Jonquille	
Q16104353	Linaigrette	
Q16251302	Gimpel	
Q16526865	Anis	
Q16529344	Gans	
Q16546828	Gecko	
Q16665805	Lärchen	Plant
Q16665805	Lärchen	
Q16667272	Krill	
Q16667396	Obione	
Q16974943	gentiane	
Q16986592	Noddy	
Q17128757	Heidekraut	
Q17767599	Brasse	
Q17988446	Linnet	
Q18123008	Küchenschabe	
Q18145983	Thai-Aubergine	
Q18340387	Orthotomus	
Q18360378	Kardamom	
Q18398431	Grashüpfer	
Q19607539	Sardellen	
Q19829485	Marmosetten	
Q19832477	Nachtigall	
